"CODI_EQUIPAMENT","EQUIPAMENT","SECCIO","TIPUS_VIA","NOM_CARRER","NUM_CARRER_1","NUM_CARRER_2","CODI_BARRI","NUM_BARRI","CODI_DISTRICTE","NOM_DISTRICTE","CODI_POSTAL","CODI_POBLACIO","POBLACIO","LATITUD","LONGITUD","X_ETRS89","Y_ETRS89","X_ED50","Y_ED50","TELEFON_NUM","TELEFON_TIPUS","TELEFON_INFO_COM","HORARI_PERIODE_INICI","HORARI_PERIODE_FI","HORARI_DIES","HORARI_HORES_INICI","HORARI_HORES_FI","HORARI_OBSERVACIONS",
"92086011925","Jardins d'Aclimatació de Montjuïc","#","Av","Estadi","42","48","11","el Poble-sec","03","Sants-Montjuïc","08038","019","BARCELONA","41.366093","2.152973","429159.052","4579744.223","429250.973","4579945.136","010","Tel.","","01/11","31/03","0000000","10:00:00","19:00:00","Hora de tancament<br>aproximada,
en funció de<br> l'horari solar (tanquen<br> quan es fa fosc, al capvespre)",
"92086011925","Jardins d'Aclimatació de Montjuïc","#","Av","Estadi","42","48","11","el Poble-sec","03","Sants-Montjuïc","08038","019","BARCELONA","41.366093","2.152973","429159.052","4579744.223","429250.973","4579945.136","010","Tel.","","01/04","31/10","0000000","10:00:00","21:00:00"," ",
"92086011931","Jardins de Vil·la Amèlia","#","C","Eduardo Conde","22","22","23","Sarrià","05","Sarrià-Sant Gervasi","08034","019","BARCELONA","41.393906","2.121195","426532.569","4582858.404","426624.465","4583059.345","010","Tel.","","01/11","31/03","0000000","10:00:00","22:30:00"," ",
"92086011931","Jardins de Vil·la Amèlia","#","C","Eduardo Conde","22","22","23","Sarrià","05","Sarrià-Sant Gervasi","08034","019","BARCELONA","41.393906","2.121195","426532.569","4582858.404","426624.465","4583059.345","010","Tel.","","01/04","31/10","0000000","10:00:00","22:30:00"," ",
"92086011933","Parc del Castell de l'Oreneta","#","C","Montevideo","45","45","23","Sarrià","05","Sarrià-Sant Gervasi","08034","019","BARCELONA","41.398999","2.11403","425939.336","4583429.921","426031.227","4583630.867","010","Tel.","","01/11","31/03","0000000","10:00:00","19:00:00","Hora de tancament<br>aproximada,
en funció de<br> l'horari solar (tanquen<br> quan es fa fosc, al capvespre)",
"92086011933","Parc del Castell de l'Oreneta","#","C","Montevideo","45","45","23","Sarrià","05","Sarrià-Sant Gervasi","08034","019","BARCELONA","41.398999","2.11403","425939.336","4583429.921","426031.227","4583630.867","010","Tel.","","01/04","31/10","0000000","10:00:00","21:00:00"," ",
"92086011935","Parc de la Font del Racó","#","Av","Tibidabo","72","72","25","Sant Gervasi - la Bonanova","05","Sarrià-Sant Gervasi","08035","019","BARCELONA","41.415247","2.13005","427296.627","4585220.193","427388.53","4585421.156","010","Tel.","","01/11","31/03","0000000","10:00:00","19:00:00","Hora de tancament<br>aproximada,
en funció de<br> l'horari solar (tanquen<br> quan es fa fosc, al capvespre)",
"92086011935","Parc de la Font del Racó","#","Av","Tibidabo","72","72","25","Sant Gervasi - la Bonanova","05","Sarrià-Sant Gervasi","08035","019","BARCELONA","41.415247","2.13005","427296.627","4585220.193","427388.53","4585421.156","010","Tel.","","01/04","31/10","0000000","10:00:00","21:00:00"," ",
"92086011938","Parc Turó del Putget","#","C","Manacor","9","9","27","el Putxet i el Farró","05","Sarrià-Sant Gervasi","08023","019","BARCELONA","41.407747","2.142526","428331.009","4584377.165","428422.921","4584578.12","010","Tel.","","01/11","31/03","0000000","10:00:00","19:00:00","Hora de tancament<br>aproximada,
en funció de<br> l'horari solar (tanquen<br> quan es fa fosc, al capvespre)",
"92086011938","Parc Turó del Putget","#","C","Manacor","9","9","27","el Putxet i el Farró","05","Sarrià-Sant Gervasi","08023","019","BARCELONA","41.407747","2.142526","428331.009","4584377.165","428422.921","4584578.12","010","Tel.","","01/04","31/10","0000000","10:00:00","21:00:00"," ",
"92086011940","Parc de Monterols","#","C","Muntaner","450","450","26","Sant Gervasi - Galvany","05","Sarrià-Sant Gervasi","08006","019","BARCELONA","41.401613","2.139781","428094.878","4583698.416","428186.788","4583899.365","010","Tel.","","01/11","31/03","0000000","10:00:00","23:00:00"," ",
"92086011940","Parc de Monterols","#","C","Muntaner","450","450","26","Sant Gervasi - Galvany","05","Sarrià-Sant Gervasi","08006","019","BARCELONA","41.401613","2.139781","428094.878","4583698.416","428186.788","4583899.365","010","Tel.","","01/04","31/10","0000000","10:00:00","23:00:00"," ",
"92086011942","Turó Park - Parc del Poeta Eduard Marquina","#","Av","Pau Casals","19","19","26","Sant Gervasi - Galvany","05","Sarrià-Sant Gervasi","08021","019","BARCELONA","41.394105","2.141924","428265.704","4582863.131","428357.616","4583064.072","010","Tel.","","01/11","31/03","0000000","10:00:00","19:00:00","Hora de tancament<br>aproximada,
en funció de<br> l'horari solar (tanquen<br> quan es fa fosc, al capvespre)",
"92086011942","Turó Park - Parc del Poeta Eduard Marquina","#","Av","Pau Casals","19","19","26","Sant Gervasi - Galvany","05","Sarrià-Sant Gervasi","08021","019","BARCELONA","41.394105","2.141924","428265.704","4582863.131","428357.616","4583064.072","010","Tel.","","01/04","31/10","0000000","10:00:00","21:00:00"," ",
"92086011949","Park Güell","#","C","Olot","7","7","30","la Salut","06","Gràcia","08024","019","BARCELONA","41.413509","2.153135","429224.028","4585008.12","429315.948","4585209.082","010","Tel.","","01/01","14/02","0000000","08:30:00","17:30:00","<b>El  preu de l'entrada inclou el servei de bus llançadora directe des d'Alfons X (L4) fins el Park Güell</b><br><br>L'últim accés és<br>
1 hora abans del tancament",
"92086011949","Park Güell","#","C","Olot","7","7","30","la Salut","06","Gràcia","08024","019","BARCELONA","41.413509","2.153135","429224.028","4585008.12","429315.948","4585209.082","010","Tel.","","15/02","28/03","1111111","08:30:00","18:00:00"," ",
"92086011949","Park Güell","#","C","Olot","7","7","30","la Salut","06","Gràcia","08024","019","BARCELONA","41.413509","2.153135","429224.028","4585008.12","429315.948","4585209.082","010","Tel.","","29/03","26/04","1111111","08:00:00","19:30:00"," ",
"92086011949","Park Güell","#","C","Olot","7","7","30","la Salut","06","Gràcia","08024","019","BARCELONA","41.413509","2.153135","429224.028","4585008.12","429315.948","4585209.082","010","Tel.","","27/04","23/08","1111111","07:30:00","20:30:00"," ",
"92086011949","Park Güell","#","C","Olot","7","7","30","la Salut","06","Gràcia","08024","019","BARCELONA","41.413509","2.153135","429224.028","4585008.12","429315.948","4585209.082","010","Tel.","","24/08","24/10","1111111","08:00:00","19:30:00"," ",
"92086011949","Park Güell","#","C","Olot","7","7","30","la Salut","06","Gràcia","08024","019","BARCELONA","41.413509","2.153135","429224.028","4585008.12","429315.948","4585209.082","010","Tel.","","25/10","31/12","1111111","08:30:00","17:30:00"," ",
"92086011949","Park Güell","#","C","Olot","7","7","30","la Salut","06","Gràcia","08024","019","BARCELONA","41.413509","2.153135","429224.028","4585008.12","429315.948","4585209.082","937065300","Informació","(de dilluns a diumenges de 9 h a 21 h)","01/01","14/02","0000000","08:30:00","17:30:00","<b>El  preu de l'entrada inclou el servei de bus llançadora directe des d'Alfons X (L4) fins el Park Güell</b><br><br>L'últim accés és<br>
1 hora abans del tancament",
"92086011949","Park Güell","#","C","Olot","7","7","30","la Salut","06","Gràcia","08024","019","BARCELONA","41.413509","2.153135","429224.028","4585008.12","429315.948","4585209.082","937065300","Informació","(de dilluns a diumenges de 9 h a 21 h)","15/02","28/03","1111111","08:30:00","18:00:00"," ",
"92086011949","Park Güell","#","C","Olot","7","7","30","la Salut","06","Gràcia","08024","019","BARCELONA","41.413509","2.153135","429224.028","4585008.12","429315.948","4585209.082","937065300","Informació","(de dilluns a diumenges de 9 h a 21 h)","29/03","26/04","1111111","08:00:00","19:30:00"," ",
"92086011949","Park Güell","#","C","Olot","7","7","30","la Salut","06","Gràcia","08024","019","BARCELONA","41.413509","2.153135","429224.028","4585008.12","429315.948","4585209.082","937065300","Informació","(de dilluns a diumenges de 9 h a 21 h)","27/04","23/08","1111111","07:30:00","20:30:00"," ",
"92086011949","Park Güell","#","C","Olot","7","7","30","la Salut","06","Gràcia","08024","019","BARCELONA","41.413509","2.153135","429224.028","4585008.12","429315.948","4585209.082","937065300","Informació","(de dilluns a diumenges de 9 h a 21 h)","24/08","24/10","1111111","08:00:00","19:30:00"," ",
"92086011949","Park Güell","#","C","Olot","7","7","30","la Salut","06","Gràcia","08024","019","BARCELONA","41.413509","2.153135","429224.028","4585008.12","429315.948","4585209.082","937065300","Informació","(de dilluns a diumenges de 9 h a 21 h)","25/10","31/12","1111111","08:30:00","17:30:00"," ",
"92086011952","Parc del Laberint d'Horta","#","Pg","Castanyers","1","1","40","Montbau","07","Horta-Guinardó","08035","019","BARCELONA","41.437957","2.147569","428785.58","4587726.862","428877.496","4587927.849","010","Tel.","","01/04","31/10","0000000","10:00:00","20:00:00","<b>No es fan reserves.<br> </b><br><b>Les entrades es deixen<br>de vendre 1 hora abans<br>del tancament del parc</b><p>Hora de tancament
aproximada,<br>en funció de
l'horari solar (tanquen quan es fa fosc, al capvespre. <p>Prohibit l'accés al recinte a vehicles (incloses bicicletes, patins), pilotes o menjar.

<p>Entrada gratuïta pels veïns del Districte d'Horta, aquest veinatge s'acredita amb<br>el DNI a l'entrada del Parc.<p>Els dies amb entrada<br>gratuïta, el número de<br> visitants és limitat<br> per controlar l'accés.<p>Per concertar les visites<br>guiades per a escolars<br>cal consultar el web <a href="http://w13.bcn.cat/APPS/wprpae/general/homeInit.do?method=cargar">www.bcn.cat/educacio/pae</a>",
"92086011952","Parc del Laberint d'Horta","#","Pg","Castanyers","1","1","40","Montbau","07","Horta-Guinardó","08035","019","BARCELONA","41.437957","2.147569","428785.58","4587726.862","428877.496","4587927.849","010","Tel.","","01/11","31/03","0000000","10:00:00","18:00:00"," ",
"92086011952","Parc del Laberint d'Horta","#","Pg","Castanyers","1","1","40","Montbau","07","Horta-Guinardó","08035","019","BARCELONA","41.437957","2.147569","428785.58","4587726.862","428877.496","4587927.849","010","Tel.","","01/11","31/03","","10:00:00","18:00:00"," ",
"92086011952","Parc del Laberint d'Horta","#","Pg","Castanyers","1","1","40","Montbau","07","Horta-Guinardó","08035","019","BARCELONA","41.437957","2.147569","428785.58","4587726.862","428877.496","4587927.849","010","Tel.","","01/11","31/03","","10:00:00","14:00:00"," ",
"92086011952","Parc del Laberint d'Horta","#","Pg","Castanyers","1","1","40","Montbau","07","Horta-Guinardó","08035","019","BARCELONA","41.437957","2.147569","428785.58","4587726.862","428877.496","4587927.849","010","Tel.","","01/11","31/03","1111111","10:00:00","14:00:00"," ",
"92086011954","Parc del Guinardó","#","C","Garriga i Roca","1","13","35","el Guinardó","07","Horta-Guinardó","08041","019","BARCELONA","41.419489","2.169622","430608.268","4585658.693","430700.201","4585859.661","010","Tel.","","","","","","","",
"92086011955","Parc de les Aigües","#","Pl","Alfons el Savi","3","3","33","el Baix Guinardó","07","Horta-Guinardó","08024","019","BARCELONA","41.413577","2.165489","430256.57","4585005.629","430348.5","4585206.591","010","Tel.","","01/11","31/03","0000000","10:00:00","19:00:00","Hora de tancament<br>aproximada,
en funció de<br> l'horari solar (tanquen<br> quan es fa fosc, al capvespre)",
"92086011955","Parc de les Aigües","#","Pl","Alfons el Savi","3","3","33","el Baix Guinardó","07","Horta-Guinardó","08024","019","BARCELONA","41.413577","2.165489","430256.57","4585005.629","430348.5","4585206.591","010","Tel.","","01/04","31/10","0000000","10:00:00","21:00:00"," ",
"92086011957","Parc de la Guineueta","#","Pl","República","9","9","48","la Guineueta","08","Nou Barris","08016","019","BARCELONA","41.439049","2.174497","431036.362","4587826.369","431128.298","4588027.357","010","Tel.","","01/11","31/03","0000000","10:00:00","23:00:00"," ",
"92086011957","Parc de la Guineueta","#","Pl","República","9","9","48","la Guineueta","08","Nou Barris","08016","019","BARCELONA","41.439049","2.174497","431036.362","4587826.369","431128.298","4588027.357","010","Tel.","","01/04","31/10","0000000","10:00:00","23:00:00"," ",
"92086011958","Parc del Turó de la Peira","#","Pg","Fabra i Puig","396","396","46","el Turó de la Peira","08","Nou Barris","08031","019","BARCELONA","41.432868","2.165776","430301.161","4587147.14","430393.091","4587348.122","010","Tel.","","","","","","","",
"92086012013","Parc de Joan Miró","#","C","Aragó","2","2","09","la Nova Esquerra de l'Eixample","02","Eixample","08015","019","BARCELONA","41.378838","2.147343","428702.036","4581163.774","428793.953","4581364.7","010","Tel.","","01/11","31/03","0000000","10:00:00","23:00:00"," ",
"92086012013","Parc de Joan Miró","#","C","Aragó","2","2","09","la Nova Esquerra de l'Eixample","02","Eixample","08015","019","BARCELONA","41.378838","2.147343","428702.036","4581163.774","428793.953","4581364.7","010","Tel.","","01/04","31/10","0000000","10:00:00","23:00:00"," ",
"92086012240","Jardins Can Mantega","#","C","Joan Güell","53","53","18","Sants","03","Sants-Montjuïc","08028","019","BARCELONA","41.378379","2.13342","427537.337","4581124.31","427629.243","4581325.235","010","Tel.","","","","","","","",
"92086012247","Jardins de Moragas","#","C","Tavern","1","1","26","Sant Gervasi - Galvany","05","Sarrià-Sant Gervasi","08021","019","BARCELONA","41.397897","2.145599","428577.123","4583281.158","428669.038","4583482.103","010","Tel.","","01/11","31/03","0000000","10:00:00","19:00:00","Hora de tancament<br>aproximada,
en funció de<br> l'horari solar (tanquen<br> quan es fa fosc, al capvespre)",
"92086012247","Jardins de Moragas","#","C","Tavern","1","1","26","Sant Gervasi - Galvany","05","Sarrià-Sant Gervasi","08021","019","BARCELONA","41.397897","2.145599","428577.123","4583281.158","428669.038","4583482.103","010","Tel.","","01/04","31/10","0000000","10:00:00","21:00:00"," ",
"92086015836","Parc de l'Espanya Industrial","#","C","Muntadas","1","37","18","Sants","03","Sants-Montjuïc","08014","019","BARCELONA","41.37749","2.140756","428149.766","4581019.535","428241.678","4581220.459","010","Tel.","","01/11","31/03","0000011","10:00:00","23:59:00"," ",
"92086015836","Parc de l'Espanya Industrial","#","C","Muntadas","1","37","18","Sants","03","Sants-Montjuïc","08014","019","BARCELONA","41.37749","2.140756","428149.766","4581019.535","428241.678","4581220.459","010","Tel.","","01/11","31/03","1111100","10:00:00","23:00:00"," ",
"92086015836","Parc de l'Espanya Industrial","#","C","Muntadas","1","37","18","Sants","03","Sants-Montjuïc","08014","019","BARCELONA","41.37749","2.140756","428149.766","4581019.535","428241.678","4581220.459","010","Tel.","","01/04","31/10","0000011","10:00:00","23:59:00"," ",
"92086015836","Parc de l'Espanya Industrial","#","C","Muntadas","1","37","18","Sants","03","Sants-Montjuïc","08014","019","BARCELONA","41.37749","2.140756","428149.766","4581019.535","428241.678","4581220.459","010","Tel.","","01/04","31/10","1111100","10:00:00","23:00:00"," ",
"92086015836","Parc de l'Espanya Industrial","#","C","Muntadas","1","37","18","Sants","03","Sants-Montjuïc","08014","019","BARCELONA","41.37749","2.140756","428149.766","4581019.535","428241.678","4581220.459","010","Tel.","","01/04","31/10","","10:00:00","23:00:00"," ",
"92086017159","Parc de la Pegaso","#","C","Gran de la Sagrera","179","179","61","la Sagrera","09","Sant Andreu","08027","019","BARCELONA","41.426888","2.190747","432381.334","4586463.367","432473.283","4586664.343","010","Tel.","","01/11","31/03","0000000","10:00:00","19:00:00","Hora de tancament<br>aproximada,
en funció de<br> l'horari solar (tanquen<br> quan es fa fosc, al capvespre)",
"92086017159","Parc de la Pegaso","#","C","Gran de la Sagrera","179","179","61","la Sagrera","09","Sant Andreu","08027","019","BARCELONA","41.426888","2.190747","432381.334","4586463.367","432473.283","4586664.343","010","Tel.","","01/04","31/10","0000000","10:00:00","21:00:00"," ",
"92086017160","Parc del Clot","#","C","Escultors Claperós","55","63","65","el Clot","10","Sant Martí","08018","019","BARCELONA","41.408472","2.190023","432301.722","4584419.432","432393.671","4584620.389","010","Tel.","","","","","","","",
"92086020872","Parc de la Creueta del Coll","#","Pg","Mare de Déu del Coll","77","77","29","el Coll","06","Gràcia","08023","019","BARCELONA","41.418752","2.148266","428822.782","4585594.186","428914.699","4585795.153","010","Tel.","","01/11","31/03","0000000","10:00:00","19:00:00","Hora de tancament<br>aproximada,
en funció de<br> l'horari solar (tanquen<br> quan es fa fosc, al<br> capvespre)",
"92086020872","Parc de la Creueta del Coll","#","Pg","Mare de Déu del Coll","77","77","29","el Coll","06","Gràcia","08023","019","BARCELONA","41.418752","2.148266","428822.782","4585594.186","428914.699","4585795.153","010","Tel.","","01/04","31/10","0000000","10:00:00","21:00:00"," ",
"92086027340","Parc de les Corts","#","C","Nicaragua","139","139","19","les Corts","04","Les Corts","08029","019","BARCELONA","41.386841","2.136634","427815.45","4582061.121","427907.358","4582262.055","010","Tel.","","","","","","","",
"92086028091","Parc de l'Estació del Nord","#","C","Nàpols","70","70","05","el Fort Pienc","02","Eixample","08018","019","BARCELONA","41.393671","2.183966","431779.947","4582781.029","431871.892","4582981.971","010","Informació","","01/11","31/03","0000000","10:00:00","22:30:00"," ",
"92086028091","Parc de l'Estació del Nord","#","C","Nàpols","70","70","05","el Fort Pienc","02","Eixample","08018","019","BARCELONA","41.393671","2.183966","431779.947","4582781.029","431871.892","4582981.971","010","Informació","","01/04","31/10","0000000","10:00:00","22:30:00"," ",
"92086029921","Parc de Can Sabaté","#","C","Mineria","16","16","13","la Marina de Port","03","Sants-Montjuïc","08038","019","BARCELONA","41.364374","2.137757","427884.559","4579565.926","427976.469","4579766.837","010","Tel.","","01/11","31/03","0000000","10:00:00","19:00:00","Hora de tancament<br>aproximada,
en funció de<br> l'horari solar (tanquen<br> quan es fa fosc, al capvespre)",
"92086029921","Parc de Can Sabaté","#","C","Mineria","16","16","13","la Marina de Port","03","Sants-Montjuïc","08038","019","BARCELONA","41.364374","2.137757","427884.559","4579565.926","427976.469","4579766.837","010","Tel.","","01/04","31/10","0000000","10:00:00","21:00:00"," ",
"92086029922","Parc de Sant Martí","#","C","Menorca","64","64","72","Sant Martí de Provençals","10","Sant Martí","08020","019","BARCELONA","41.419896","2.19806","432985.159","4585681.487","433077.114","4585882.456","010","Tel.","","","","","","","",
"92086030289","Parc de la Unitat","#","C","Lloret de Mar","81","85","43","Horta","07","Horta-Guinardó","08031","019","BARCELONA","41.436303","2.157832","429641.179","4587534.869","429733.103","4587735.854","010","Informació","","","","","","","",
"92086030520","Jardins de la Torre de Les Aigües","#","C","Roger de Llúria","56","56","07","la Dreta de Eixample","02","Eixample","08009","019","BARCELONA","41.393259","2.169568","430575.809","4582746.731","430667.743","4582947.672","010","Informació","","01/11","31/03","0000000","10:00:00","19:00:00","Hora de tancament<br>aproximada,
en funció de<br> l'horari solar (tanquen<br> quan es fa fosc, al capvespre)",
"92086030520","Jardins de la Torre de Les Aigües","#","C","Roger de Llúria","56","56","07","la Dreta de Eixample","02","Eixample","08009","019","BARCELONA","41.393259","2.169568","430575.809","4582746.731","430667.743","4582947.672","010","Informació","","01/04","31/10","0000000","10:00:00","21:00:00"," ",
"92086035921","Jardins de Ca n'Altimira","#","C","Maó","9","9","25","Sant Gervasi - la Bonanova","05","Sarrià-Sant Gervasi","08022","019","BARCELONA","41.40366","2.131486","427403.77","4583932.677","427495.674","4584133.628","010","Tel.","","01/11","31/03","0000000","10:00:00","19:00:00","Hora de tancament<br>aproximada,
en funció de<br> l'horari solar (tanquen<br> quan es fa fosc, al capvespre)",
"92086035921","Jardins de Ca n'Altimira","#","C","Maó","9","9","25","Sant Gervasi - la Bonanova","05","Sarrià-Sant Gervasi","08022","019","BARCELONA","41.40366","2.131486","427403.77","4583932.677","427495.674","4584133.628","010","Tel.","","01/04","31/10","0000000","10:00:00","21:00:00"," ",
"92086038562","Parc Metropolità Collserola","#","C","Germans Desvalls","52","52","43","Horta","07","Horta-Guinardó","08035","019","BARCELONA","41.441049","2.146697","428716.124","4588070.845","428808.039","4588271.835","932800672","Tel.","C. Informació Parc Collserola","","","","","","",
"92086038562","Parc Metropolità Collserola","#","C","Lliçà","15","15","54","Torre Baró","08","Nou Barris","08033","019","BARCELONA","41.452729","2.17151","430801.333","4589347.516","430893.267","4589548.518","932800672","Tel.","C. Informació Parc Collserola","","","","","","",
"92086038562","Parc Metropolità Collserola","#","Ctra","Aigües","33","33","21","Pedralbes","04","Les Corts","08017","019","BARCELONA","41.395508","2.100653","424817.048","4583053.862","424908.928","4583254.804","932800672","Tel.","C. Informació Parc Collserola","","","","","","",
"92086038562","Parc Metropolità Collserola","#","C","Lliçà","15","15","54","Torre Baró","08","Nou Barris","08033","019","BARCELONA","41.452729","2.17151","430801.333","4589347.516","430893.267","4589548.518","932803552","Tel.","C. Informació Parc Collserola","","","","","","",
"92086038562","Parc Metropolità Collserola","#","C","Germans Desvalls","52","52","43","Horta","07","Horta-Guinardó","08035","019","BARCELONA","41.441049","2.146697","428716.124","4588070.845","428808.039","4588271.835","932803552","Tel.","C. Informació Parc Collserola","","","","","","",
"92086038562","Parc Metropolità Collserola","#","Ctra","Aigües","33","33","21","Pedralbes","04","Les Corts","08017","019","BARCELONA","41.395508","2.100653","424817.048","4583053.862","424908.928","4583254.804","932803552","Tel.","C. Informació Parc Collserola","","","","","","",
"92086038562","Parc Metropolità Collserola","#","Ctra","Església","92","92","22","Vallvidrera, el Tibidabo i les Planes","05","Sarrià-Sant Gervasi","08017","019","BARCELONA","41.420985","2.099596","424758.114","4585883.307","424849.993","4586084.275","932803552","Tel.","C. Informació Parc Collserola","","","","","","",
"92086038562","Parc Metropolità Collserola","#","Ctra","Església","92","92","22","Vallvidrera, el Tibidabo i les Planes","05","Sarrià-Sant Gervasi","08017","019","BARCELONA","41.420985","2.099596","424758.114","4585883.307","424849.993","4586084.275","932800672","Tel.","C. Informació Parc Collserola","","","","","","",
"92090124057","Jardins Mossèn Cinto Verdaguer","#","Av","Miramar","30","30","11","el Poble-sec","03","Sants-Montjuïc","08038","019","BARCELONA","41.36885","2.163059","430005.547","4580042.112","430097.476","4580243.028","010","Tel.","","01/11","31/03","0000000","10:00:00","19:00:00","Hora de tancament<br>aproximada,
en funció de<br> l'horari solar (tanquen<br> quan es fa fosc, al capvespre)",
"92090124057","Jardins Mossèn Cinto Verdaguer","#","Av","Miramar","30","30","11","el Poble-sec","03","Sants-Montjuïc","08038","019","BARCELONA","41.36885","2.163059","430005.547","4580042.112","430097.476","4580243.028","010","Tel.","","01/04","31/10","0000000","10:00:00","21:00:00"," ",
"92128095632","Jardins del Palau de les Heures","#","Pg","Vall d'Hebron","171","171","40","Montbau","07","Horta-Guinardó","08007","019","BARCELONA","41.435755","2.147166","428749.493","4587482.77","428841.408","4587683.754","010","Tel.","","01/11","31/03","0000000","10:00:00","18:00:00"," ",
"92128095632","Jardins del Palau de les Heures","#","Pg","Vall d'Hebron","171","171","40","Montbau","07","Horta-Guinardó","08007","019","BARCELONA","41.435755","2.147166","428749.493","4587482.77","428841.408","4587683.754","010","Tel.","","01/04","31/10","0000000","10:00:00","20:00:00"," ",
"92154102452","Jardins de Joan Maragall - Palauet Albéniz","#","Av","Estadi","69","69","11","el Poble-sec","03","Sants-Montjuïc","08038","019","BARCELONA","41.366509","2.156236","429432.336","4579787.705","429524.26","4579988.618","932924212","Tel.","Palauet Albeniz","01/01","31/12","1111100","10:00:00","15:00:00"," ",
"92174135231","Parc La Font Castellana","#","Pl","Font Castellana","1","1","34","Can Baró","07","Horta-Guinardó","08024","019","BARCELONA","41.417401","2.163933","430130.656","4585431.419","430222.585","4585632.385","010","Informació","","","","","","","",
"92321101155","Jardins de Sant Pau del Camp","#","C","Sant Pau","99","99","01","el Raval","01","Ciutat Vella","08001","019","BARCELONA","41.3765","2.169322","430537.487","4580886.386","430629.421","4581087.31","010","Informació","","01/11","31/03","0000000","10:00:00","19:00:00","Hora de tancament<br>aproximada,
en funció de<br> l'horari solar (tanquen<br> quan es fa fosc, al capvespre)",
"92321101155","Jardins de Sant Pau del Camp","#","C","Sant Pau","99","99","01","el Raval","01","Ciutat Vella","08001","019","BARCELONA","41.3765","2.169322","430537.487","4580886.386","430629.421","4581087.31","010","Informació","","01/04","31/10","0000000","10:00:00","21:00:00"," ",
"93172145132","Jardí Petra Kelly","#","C","Doctor Font i Quer","10","12","11","el Poble-sec","03","Sants-Montjuïc","08038","019","BARCELONA","41.366423","2.161268","429853.124","4579774.153","429945.052","4579975.066","010","Informació","","01/11","31/03","0000000","10:00:00","19:00:00","Hora de tancament<br>aproximada,
en funció de<br> l'horari solar (tanquen<br> quan es fa fosc, al capvespre)",
"93172145132","Jardí Petra Kelly","#","C","Doctor Font i Quer","10","12","11","el Poble-sec","03","Sants-Montjuïc","08038","019","BARCELONA","41.366423","2.161268","429853.124","4579774.153","429945.052","4579975.066","010","Informació","","01/04","31/10","0000000","10:00:00","21:00:00"," ",
"93188125133","Parc de la Trinitat","#","Pg","Santa Coloma","60","60","60","Sant Andreu","09","Sant Andreu","08030","019","BARCELONA","41.446834","2.195361","432787.406","4588674.208","432879.358","4588875.205","010","Tel.","","01/11","31/03","0000000","10:00:00","19:00:00","Hora de tancament<br>aproximada,
en funció de<br> l'horari solar (tanquen<br> quan es fa fosc, al capvespre)",
"93188125133","Parc de la Trinitat","#","Pg","Santa Coloma","60","60","60","Sant Andreu","09","Sant Andreu","08030","019","BARCELONA","41.446834","2.195361","432787.406","4588674.208","432879.358","4588875.205","010","Tel.","","01/04","31/10","0000000","10:00:00","21:00:00"," ",
"94129141313","Jardins Amargós","#","Pg","Santa Madrona","36","36","11","el Poble-sec","03","Sants-Montjuïc","08038","019","BARCELONA","41.368123","2.158491","429622.691","4579965.132","429714.617","4580166.047","934132400","Tel.","","","","","","","",
"94165112247","Jardins de la Tamarita","#","Pg","Sant Gervasi","47","49","25","Sant Gervasi - la Bonanova","05","Sarrià-Sant Gervasi","08022","019","BARCELONA","41.410905","2.135339","427733.809","4584733.7","427825.716","4584934.659","010","Tel.","","01/11","31/03","0000000","10:00:00","19:00:00","Hora de tancament<br>aproximada,
en funció de<br> l'horari solar (tanquen<br> quan es fa fosc, al capvespre)",
"94165112247","Jardins de la Tamarita","#","Pg","Sant Gervasi","47","49","25","Sant Gervasi - la Bonanova","05","Sarrià-Sant Gervasi","08022","019","BARCELONA","41.410905","2.135339","427733.809","4584733.7","427825.716","4584934.659","010","Tel.","","01/04","31/10","0000000","10:00:00","21:00:00"," ",
"94165135054","Jardins Interior d'Illa de Sebastià Gasch","#","C","Rocafort","87","87","09","la Nova Esquerra de l'Eixample","02","Eixample","08015","019","BARCELONA","41.37915","2.15337","429206.404","4581193.445","429298.325","4581394.371","010","Tel.","","01/11","31/03","0000000","10:00:00","19:00:00","Hora de tancament<br>aproximada,
en funció de<br> l'horari solar (tanquen<br> quan es fa fosc, al capvespre)",
"94165135054","Jardins Interior d'Illa de Sebastià Gasch","#","C","Rocafort","87","87","09","la Nova Esquerra de l'Eixample","02","Eixample","08015","019","BARCELONA","41.37915","2.15337","429206.404","4581193.445","429298.325","4581394.371","010","Tel.","","01/04","31/10","0000000","10:00:00","21:00:00"," ",
"94165135054","Jardins Interior d'Illa de Sebastià Gasch","#","C","Entença","62","62","09","la Nova Esquerra de l'Eixample","02","Eixample","08015","019","BARCELONA","41.378572","2.152248","429111.926","4581130.184","429203.847","4581331.11","010","Tel.","","01/11","31/03","0000000","10:00:00","19:00:00","Hora de tancament<br>aproximada,
en funció de<br> l'horari solar (tanquen<br> quan es fa fosc, al capvespre)",
"94165135054","Jardins Interior d'Illa de Sebastià Gasch","#","C","Entença","62","62","09","la Nova Esquerra de l'Eixample","02","Eixample","08015","019","BARCELONA","41.378572","2.152248","429111.926","4581130.184","429203.847","4581331.11","010","Tel.","","01/04","31/10","0000000","10:00:00","21:00:00"," ",
